time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
388979779995,9,12855.039999999999,,0.08203125,115,0
388979780251,9,12855.039999999999,,0.390625,113,0
388979780507,9,12855.039999999999,,0.51171875,116,31
388979780763,10,16865.599999999999,,0.109375,116,53
388979781019,10,16865.599999999999,,0.1328125,117,50
388979781275,10,16865.599999999999,,0.15234375,116,0
388979781531,10,16865.599999999999,,0.06640625,113,0
388979781787,11,19734.079999999998,,0.04296875,111,0
388979782043,12,19734.079999999998,,0.07421875,111,0
388979782299,13,20318.399999999998,,0.10546875,109,0
388979782555,13,20318.399999999998,,0.046875,108,0
388979782811,13,20557.439999999999,,0.02734375,108,0
388979783067,14,20557.439999999999,,0.015625,105,0
388979783323,14,20557.439999999999,,0.015625,106,0
388979783579,15,19959.84,,0.015625,105,0
388979783835,14,19959.84,,0.02734375,105,0
388979784091,14,19959.84,,0.078125,106,0
388979784347,14,19959.84,,0.06640625,106,0
388979784603,14,19959.84,,0.015625,108,0
388979784859,14,21646.399999999998,,0.0,108,0
388979785115,15,21646.399999999998,,0.015625,108,0
388979785371,16,21646.399999999998,,0.0,107,0
388979785627,16,22629.119999999999,,0.0,106,0
388979785883,17,22629.119999999999,,0.015625,106,0
388979786139,18,16175.039999999999,,0.0,106,0
388979786395,19,16175.039999999999,,0.0,105,0
388979786651,20,16175.039999999999,,0.0,105,0
388979786907,20,16175.039999999999,,0.015625,105,0
388979787163,20,16175.039999999999,,0.015625,105,0
388979787419,20,15577.439999999999,,0.015625,105,0
388979787675,19,15577.439999999999,,0.015625,105,0
388979787931,19,15577.439999999999,,0.01953125,105,0
388979788187,18,15577.439999999999,,0.0234375,106,0
388979788443,18,15577.439999999999,,0.015625,106,0
388979788699,18,15577.439999999999,,0.015625,106,0
388979788955,18,13744.799999999999,,0.015625,106,0
388979789211,17,13744.799999999999,,0.015625,106,0
388979789467,16,13744.799999999999,,0.0703125,107,0
388979789723,16,12536.32,,0.01953125,107,0
388979789979,16,12536.32,,0.04296875,108,0
388979790235,15,12536.32,,0.03125,108,0
388979790491,15,12536.32,,0.01953125,107,0
388979790747,15,12536.32,,0.0234375,105,0
388979791003,15,12536.32,,0.0234375,106,0
388979791259,15,12536.32,,0.0234375,107,0
388979791515,15,13519.039999999999,,0.02734375,108,0
388979791771,14,13519.039999999999,,0.04296875,108,0
388979792027,14,13519.039999999999,,0.01953125,107,0
388979792283,14,13519.039999999999,,0.03515625,107,0
388979792539,14,13519.039999999999,,0.109375,107,0
388979792795,14,12562.879999999999,,0.08203125,106,0
388979793051,14,12562.879999999999,,0.04296875,106,0
388979793307,14,12562.879999999999,,0.01953125,107,0
388979793563,13,12562.879999999999,,0.01953125,107,0
388979793819,13,12562.879999999999,,0.01953125,107,0
388979794075,13,12602.719999999999,,0.02734375,106,0
388979794331,13,12602.719999999999,,0.03125,106,0
388979794587,13,12602.719999999999,,0.0234375,105,0
388979794843,12,12602.719999999999,,0.01953125,106,0
388979795099,12,12323.84,,0.07421875,106,0
388979795355,12,12323.84,,0.08203125,108,0
388979795611,12,12323.84,,0.0703125,110,0
388979795867,12,12191.039999999999,,0.0703125,111,0
388979796123,12,12191.039999999999,,0.03515625,112,0
388979796379,12,12191.039999999999,,0.0,113,0
388979796635,13,12191.039999999999,,0.015625,111,0
388979796891,13,12191.039999999999,,0.03125,111,0
388979797147,13,12191.039999999999,,0.0390625,110,0
388979797403,12,14209.599999999999,,0.02734375,111,0
388979797659,12,14209.599999999999,,0.015625,111,0
388979797915,12,14209.599999999999,,0.0234375,111,0
388979798171,13,14116.639999999999,,0.01953125,112,0
388979798427,13,14116.639999999999,,0.0390625,112,0
388979798683,13,14116.639999999999,,0.01953125,109,0
388979798939,13,14116.639999999999,,0.01953125,110,0
388979799195,13,14116.639999999999,,0.03515625,111,0
388979799451,13,14116.639999999999,,0.01953125,113,0
388979799707,13,13465.92,,0.015625,114,0
388979799963,13,13465.92,,0.015625,113,0
388979800219,13,13465.92,,0.01953125,114,0
388979800475,13,13465.92,,0.04296875,115,0
388979800731,13,13465.92,,0.05078125,115,0
388979800987,13,13465.92,,0.03515625,115,0
388979801243,13,13465.92,,0.015625,113,0
388979801499,13,14262.719999999999,,0.01953125,112,0
388979801755,12,14262.719999999999,,0.015625,110,0
388979802011,12,14262.719999999999,,0.03125,111,0
388979802267,12,14262.719999999999,,0.03125,111,0
388979802523,12,14103.359999999999,,0.03515625,111,0
388979802779,13,14103.359999999999,,0.05859375,111,0
388979803035,13,14103.359999999999,,0.03515625,112,0
388979803291,13,14103.359999999999,,0.03125,113,0
388979803547,13,14103.359999999999,,0.0234375,115,0
388979803803,13,14103.359999999999,,0.01953125,117,0
388979804059,13,14368.959999999999,,0.01953125,117,0
388979804315,12,14368.959999999999,,0.01953125,117,0
388979804571,12,14368.959999999999,,0.0234375,117,0
388979804827,12,14368.959999999999,,0.01953125,116,0
388979805083,12,14382.24,,0.0546875,116,0
388979805339,12,14382.24,,0.0234375,115,0
388979805595,12,14382.24,,0.015625,114,0
388979805851,12,14382.24,,0.01953125,111,0
388979806107,12,14382.24,,0.05859375,110,0
388979806363,12,13080.799999999999,,0.0546875,109,0
388979806619,12,13080.799999999999,,0.04296875,110,0
388979806875,12,13080.799999999999,,0.02734375,110,0
388979807131,12,13080.799999999999,,0.04296875,111,0
388979807387,12,13080.799999999999,,0.109375,112,0
388979807643,12,13080.799999999999,,0.0703125,114,0
388979807899,12,13080.799999999999,,0.0,114,0
388979808155,12,13080.799999999999,,0.01953125,114,0
388979808411,12,12018.4,,0.015625,114,0
388979808667,11,12018.4,,0.046875,112,0
388979808923,11,12018.4,,0.02734375,112,0
388979809179,10,12018.4,,0.06640625,110,0
388979809435,10,12018.4,,0.0234375,109,0
388979809691,11,11354.4,,0.02734375,109,0
388979809947,11,11354.4,,0.01953125,109,0
388979810203,11,11075.519999999999,,0.015625,108,0
388979810459,12,11075.519999999999,,0.0,108,0
388979810715,12,10863.039999999999,,0.0,109,0
388979810971,13,10863.039999999999,,0.01953125,112,0
388979811227,13,10863.039999999999,,0.0234375,113,0
388979811483,13,10119.359999999999,,0.0234375,114,0
388979811739,14,10119.359999999999,,0.02734375,115,0
388979811995,14,10119.359999999999,,0.015625,114,0
388979812251,15,10119.359999999999,,0.0,114,0
388979812507,15,10119.359999999999,,0.03125,114,0
388979812763,14,10292.0,,0.03515625,113,0
388979813019,14,10292.0,,0.04296875,111,0
388979813275,14,10331.84,,0.0390625,110,0
388979813531,15,10331.84,,0.02734375,110,0
388979813787,16,12151.199999999999,,0.0390625,110,0
388979814043,18,12151.199999999999,,0.046875,111,0
388979814299,20,12151.199999999999,,0.02734375,113,0
388979814555,21,13465.92,,0.03125,114,0
388979814811,21,13465.92,,0.04296875,116,0
388979815067,21,13465.92,,0.0234375,118,0
388979815323,21,13386.24,,0.015625,120,0
388979815579,21,13386.24,,0.0234375,122,0
388979815835,21,13386.24,,0.0234375,123,0
388979816091,21,13386.24,,0.04296875,124,0
388979816347,21,11712.959999999999,,0.0859375,123,0
388979816603,20,12098.08,,0.03125,122,0
388979816859,20,12098.08,,0.0234375,120,0
388979817115,20,12098.08,,0.015625,117,0
388979817371,20,12098.08,,0.015625,116,0
388979817627,20,12098.08,,0.01953125,114,0
388979817883,20,12323.84,,0.015625,113,0
388979818139,21,12323.84,,0.046875,111,0
388979818395,21,12230.879999999999,,0.0390625,111,0
388979818651,21,12230.879999999999,,0.09765625,110,0
388979818907,21,12230.879999999999,,0.1796875,110,0
388979819163,20,12230.879999999999,,0.078125,110,0
388979819419,20,11141.92,,0.0625,111,0
388979819675,19,11141.92,,0.02734375,112,0
388979819931,19,11141.92,,0.0234375,113,0
388979820187,18,11434.08,,0.01953125,115,0
388979820443,19,11434.08,,0.0,117,0
388979820699,19,12217.599999999999,,0.0,119,0
388979820955,20,14926.719999999999,,0.02734375,121,0
388979821211,21,14926.719999999999,,0.0625,120,0
388979821467,22,14926.719999999999,,0.0390625,120,0
388979821723,22,14926.719999999999,,0.2265625,120,0
388979821979,22,15046.24,,0.328125,120,0
388979822235,21,15046.24,,0.21484375,120,0
388979822491,20,15046.24,,0.0703125,121,0
388979822747,20,14488.48,,0.0390625,121,0
388979823003,21,14488.48,,0.01953125,122,0
388979823259,22,13970.559999999999,,0.046875,122,0
388979823515,22,13970.559999999999,,0.10546875,122,0
388979823771,22,13970.559999999999,,0.31640625,118,0
388979824027,22,13970.559999999999,,0.3359375,114,0
388979824283,22,23651.68,,0.4296875,112,0
388979824539,22,23651.68,,0.13671875,107,0
388979824795,23,23651.68,,0.1015625,102,0
388979825051,23,22137.759999999998,,0.0625,96,0
388979825307,22,22137.759999999998,,0.05859375,96,0
388979825563,22,24833.599999999999,,0.03125,92,0
388979825819,22,24833.599999999999,,0.02734375,90,0
388979826075,22,24833.599999999999,,0.05859375,90,0
388979826331,22,22137.759999999998,,0.0234375,92,0
388979826587,21,23200.16,,0.0234375,93,0
388979826843,22,23200.16,,0.03125,94,0
388979827099,23,25258.559999999998,,0.0390625,96,0
388979827355,23,25258.559999999998,,0.01953125,98,0
388979827611,24,25258.559999999998,,0.0234375,99,0
388979827867,24,25258.559999999998,,0.03515625,101,0
388979828123,24,25935.84,,0.01953125,102,0
388979828379,23,25935.84,,0.015625,105,0
388979828635,23,25935.84,,0.015625,109,0
388979828891,22,25935.84,,0.03515625,111,0
388979829147,22,16002.4,,0.0234375,112,0
388979829403,22,16002.4,,0.0390625,113,0
388979829659,22,17343.68,,0.0234375,115,0
388979829915,22,17343.68,,0.03125,116,0
388979830171,23,13333.119999999999,,0.015625,116,0
388979830427,23,13333.119999999999,,0.03515625,116,0
388979830683,23,13333.119999999999,,0.046875,118,0
388979830939,23,13333.119999999999,,0.07421875,119,0
388979831195,23,13333.119999999999,,0.08203125,119,0
388979831451,22,13439.359999999999,,0.02734375,119,0
388979831707,22,13439.359999999999,,0.03515625,119,0
388979831963,21,13439.359999999999,,0.0390625,120,0
388979832219,21,13439.359999999999,,0.046875,121,0
388979832475,20,16334.4,,0.0234375,120,0
388979832731,19,16334.4,,0.01953125,119,0
388979832987,19,16334.4,,0.015625,119,0
388979833243,18,16334.4,,0.015625,119,0
388979833499,18,16334.4,,0.01953125,119,0
388979833755,18,16334.4,,0.02734375,118,0
388979834011,19,16334.4,,0.01953125,119,0
388979834267,19,16334.4,,0.02734375,119,0
388979834523,18,13651.84,,0.03125,120,0
388979834779,16,13651.84,,0.03515625,120,0
388979835035,15,14355.679999999998,,0.01953125,119,0
388979835291,15,14355.679999999998,,0.01953125,116,0
388979835547,15,14355.679999999998,,0.0234375,115,0
388979835803,15,15179.039999999999,,0.015625,113,0
388979836059,16,15179.039999999999,,0.015625,111,0
388979836315,16,14900.16,,0.01953125,110,0
388979836571,16,14900.16,,0.0234375,109,0
388979836827,16,14900.16,,0.02734375,107,0
388979837083,16,14900.16,,0.015625,107,0
388979837339,16,14900.16,,0.0,106,0
388979837595,16,14900.16,,0.015625,106,0
388979837851,16,14900.16,,0.0234375,106,0
388979838107,15,14873.599999999999,,0.015625,108,0
388979838363,14,14873.599999999999,,0.01953125,108,0
388979838619,13,14873.599999999999,,0.03515625,108,0
388979838875,13,15311.84,,0.01953125,109,0
388979839131,14,15311.84,,0.015625,110,0
388979839387,15,12695.68,,0.015625,112,0
388979839643,15,12695.68,,0.015625,112,0
388979839899,16,14740.799999999999,,0.01953125,112,0
388979840155,19,13333.119999999999,,0.015625,112,0
388979840411,21,13333.119999999999,,0.015625,112,0
388979840667,22,13333.119999999999,,0.0390625,112,0
388979840923,22,14528.32,,0.03125,112,0
388979841179,21,14528.32,,0.03515625,111,0
388979841435,21,14528.32,,0.04296875,112,0
388979841691,21,14528.32,,0.05859375,111,0
388979841947,21,14408.799999999999,,0.01953125,112,0
388979842203,20,14408.799999999999,,0.015625,112,0
388979842459,19,14408.799999999999,,0.0234375,112,0
388979842715,20,15723.519999999999,,0.0390625,111,0
388979842971,22,15723.519999999999,,0.01953125,111,0
388979843227,24,15723.519999999999,,0.0,112,0
388979843483,24,15723.519999999999,,0.015625,112,0
388979843739,24,15112.639999999999,,0.015625,112,0
388979843995,23,15112.639999999999,,0.12109375,112,0
388979844251,22,15112.639999999999,,0.14453125,112,0
388979844507,22,15112.639999999999,,0.19921875,110,0
388979844763,22,15112.639999999999,,0.0546875,111,0
388979845019,22,15112.639999999999,,0.1015625,111,0
388979845275,22,15112.639999999999,,0.03125,112,0
388979845531,21,12801.92,,0.01953125,113,0
388979845787,19,12801.92,,0.0234375,113,0
388979846043,17,14143.199999999999,,0.09375,113,0
388979846299,17,14143.199999999999,,0.0703125,113,0
388979846555,17,14143.199999999999,,0.0625,113,0
388979846811,17,14143.199999999999,,0.1171875,113,0
388979847067,17,14143.199999999999,,0.0859375,113,0
388979847323,17,14143.199999999999,,0.3203125,113,0
388979847579,17,13572.16,,0.2734375,113,0
388979847835,16,13572.16,,0.39453125,112,0
388979848091,15,12337.119999999999,,0.38671875,113,0
388979848347,14,12337.119999999999,,0.38671875,112,0
388979848603,15,12974.559999999999,,0.35546875,123,0
388979848859,16,12974.559999999999,,0.1875,125,50
388979849115,16,12403.519999999999,,0.1796875,114,66
388979849371,17,12403.519999999999,,0.19140625,92,51
388979849627,17,12403.519999999999,,0.0703125,92,46
388979849883,17,12987.84,,0.0703125,79,48
388979850139,18,15670.4,,0.08984375,79,0
388979850395,20,15670.4,,0.0390625,72,0
388979850651,22,15670.4,,0.08203125,72,0
388979850907,23,15670.4,,0.0625,69,0
388979851163,22,13107.359999999999,,0.02734375,69,0
388979851419,21,13107.359999999999,,0.03515625,68,0
388979851675,21,13107.359999999999,,0.0546875,69,0
388979851931,21,13107.359999999999,,0.1015625,69,0
388979852187,21,13107.359999999999,,0.03515625,69,0
388979852443,21,13107.359999999999,,0.01953125,71,0
388979852699,21,11659.84,,0.03125,67,0
388979852955,20,11659.84,,0.03515625,71,0
388979853211,20,11659.84,,0.02734375,74,0
388979853467,20,11978.559999999999,,0.03515625,81,0
388979853723,20,11978.559999999999,,0.06640625,82,0
388979853979,20,11978.559999999999,,0.0390625,82,0
388979854235,20,10677.119999999999,,0.09375,82,0
388979854491,19,10677.119999999999,,0.05078125,87,0
388979854747,19,11141.92,,0.015625,96,0
388979855003,19,11141.92,,0.0234375,96,0
388979855259,19,11141.92,,0.0546875,105,0
388979855515,19,11128.639999999999,,0.22265625,111,0
388979855771,19,11128.639999999999,,0.36328125,116,0
388979856027,19,11128.639999999999,,0.17578125,116,0
388979856283,19,11128.639999999999,,0.14453125,116,0
388979856539,19,11128.639999999999,,0.07421875,114,0
388979856795,19,11128.639999999999,,0.01953125,114,0
388979857051,19,11128.639999999999,,0.0546875,112,0
388979857307,19,11128.639999999999,,0.03125,108,0
388979857563,18,8632.0,,0.07421875,106,0
388979857819,16,8632.0,,0.125,107,0
388979858075,15,8632.0,,0.1875,107,0
388979858331,15,8910.8799999999992,,0.09375,105,0
388979858587,15,8910.8799999999992,,0.0625,105,0
388979858843,15,9654.5599999999995,,0.0546875,93,0
388979859099,16,9654.5599999999995,,0.05078125,83,0
388979859355,17,9720.9599999999991,,0.04296875,83,0
388979859611,18,9720.9599999999991,,0.02734375,82,0
388979859867,18,9720.9599999999991,,0.05078125,73,0
388979860123,18,9774.0799999999999,,0.0390625,67,0
388979860379,18,9774.0799999999999,,0.03125,67,0
388979860635,18,8937.4399999999987,,0.04296875,60,0
388979860891,18,8937.4399999999987,,0.0234375,60,0
388979861147,18,8658.5599999999995,,0.0234375,61,0
388979861403,20,11487.199999999999,,0.02734375,62,0
388979861659,24,11487.199999999999,,0.05078125,62,0
388979861915,28,10876.32,,0.05078125,64,0
388979862171,29,10876.32,,0.04296875,64,0
388979862427,30,11234.879999999999,,0.0703125,61,0
388979862683,31,11620.0,,0.04296875,60,0
388979862939,32,11620.0,,0.0625,62,0
388979863195,32,11620.0,,0.04296875,67,0
388979863451,33,11261.439999999999,,0.02734375,68,0
388979863707,33,11872.32,,0.06640625,72,0
388979863963,33,11872.32,,0.12109375,72,0
388979864219,34,12430.08,,0.06640625,74,0
388979864475,34,13452.639999999999,,0.046875,79,0
388979864731,35,13744.799999999999,,0.08984375,79,0
388979864987,36,13744.799999999999,,0.05078125,91,0
388979865243,37,13744.799999999999,,0.05078125,85,0
388979865499,37,15683.679999999998,,0.07421875,87,0
388979865755,36,17277.279999999999,,0.07421875,90,0
388979866011,35,17277.279999999999,,0.03515625,95,0
388979866267,35,17277.279999999999,,0.0234375,95,0
388979866523,35,17277.279999999999,,0.046875,98,0
388979866779,35,17277.279999999999,,0.15234375,98,0
388979867035,34,15657.119999999999,,0.046875,97,0
388979867291,32,15657.119999999999,,0.15625,96,0
388979867547,29,14634.559999999999,,0.10546875,99,0
388979867803,28,14634.559999999999,,0.16015625,104,0
388979868059,28,13917.439999999999,,0.23828125,106,0
388979868315,28,13917.439999999999,,0.0859375,106,0
388979868571,28,13014.4,,0.21484375,114,0
388979868827,27,13014.4,,0.2109375,114,0
388979869083,26,13054.24,,0.15625,114,0
388979869339,26,12297.279999999999,,0.17578125,121,0
388979869595,27,12297.279999999999,,0.28125,121,0
388979869851,27,12655.84,,0.16015625,120,0
388979870107,27,12655.84,,0.12890625,120,0
388979870363,26,12655.84,,0.1796875,124,0
388979870619,27,14342.4,,0.13671875,124,0
388979870875,29,15457.92,,0.09765625,124,0
388979871131,32,16095.359999999999,,0.11328125,112,0
388979871387,35,17436.639999999999,,0.09765625,105,0
388979871643,37,18631.84,,0.1171875,96,0
388979871899,40,19827.039999999997,,0.1171875,94,0
388979872155,41,19827.039999999997,,0.16796875,91,0
388979872411,41,19827.039999999997,,0.03515625,91,0
388979872667,40,16639.84,,0.19140625,89,0
388979872923,38,16639.84,,0.03125,85,0
388979873179,37,16639.84,,0.04296875,82,0
388979873435,37,21354.239999999998,,0.07421875,74,0
388979873691,38,21354.239999999998,,0.12109375,74,0
388979873947,38,20252.0,,0.1328125,70,0
388979874203,37,20252.0,,0.15625,66,0
388979874459,35,19229.439999999999,,0.0703125,62,0
388979874715,34,19229.439999999999,,0.0546875,66,0
388979874971,32,19229.439999999999,,0.0703125,69,0
388979875227,31,16998.399999999998,,0.0546875,71,0
388979875483,29,16998.399999999998,,0.06640625,76,0
388979875739,27,16998.399999999998,,0.01953125,79,0
388979875995,27,16998.399999999998,,0.0234375,79,0
388979876251,27,16998.399999999998,,0.01953125,80,0
388979876507,26,15696.959999999999,,0.0390625,78,0
388979876763,24,15696.959999999999,,0.01953125,80,0
388979877019,22,15696.959999999999,,0.015625,78,0
388979877275,21,15696.959999999999,,0.03125,78,0
388979877531,21,15696.959999999999,,0.0234375,76,0
388979877787,22,15696.959999999999,,0.0234375,79,0
388979878043,22,15696.959999999999,,0.0234375,78,0
388979878299,22,15696.959999999999,,0.05859375,78,0
388979878555,21,12350.4,,0.03125,78,0
388979878811,18,12350.4,,0.03125,72,0
388979879067,16,12350.4,,0.03125,72,0
388979879323,16,12350.4,,0.03515625,71,0
388979879579,16,12350.4,,0.0234375,74,0
388979879835,16,14342.4,,0.0234375,74,0
388979880091,15,14342.4,,0.015625,77,0
388979880347,15,14342.4,,0.01953125,82,0
388979880603,15,14342.4,,0.03125,84,0
388979880859,15,14342.4,,0.03125,84,0
388979881115,15,14342.4,,0.1015625,84,0
388979881371,15,14342.4,,0.12890625,89,0
388979881627,15,14342.4,,0.1953125,89,0
388979881883,14,10783.359999999999,,0.2265625,92,0
388979882139,13,10783.359999999999,,0.21875,94,0
388979882395,13,10783.359999999999,,0.23828125,101,0
388979882651,12,10783.359999999999,,0.390625,103,0
388979882907,12,10783.359999999999,,0.33203125,108,0
388979883163,12,11460.639999999999,,0.42578125,121,48
388979883419,12,11460.639999999999,,0.375,120,81
388979883675,12,11460.639999999999,,0.3515625,120,92
388979883931,11,11460.639999999999,,0.16796875,119,91
388979884187,11,11460.639999999999,,0.0390625,117,72
388979884443,11,11460.639999999999,,0.14453125,113,34
388979884699,11,13399.519999999999,,0.10546875,110,0
388979884955,11,13399.519999999999,,0.0859375,109,0
388979885211,11,14023.679999999998,,0.0703125,108,0
388979885467,11,14023.679999999998,,0.1328125,108,0
388979885723,11,14023.679999999998,,0.0390625,108,0
388979885979,11,14395.519999999999,,0.06640625,108,0
388979886235,11,14395.519999999999,,0.07421875,108,0
388979886491,11,14395.519999999999,,0.0546875,108,0
388979886747,12,16812.48,,0.03515625,109,0
388979887003,12,16812.48,,0.04296875,104,0
388979887259,13,16812.48,,0.0390625,106,0
388979887515,13,16055.519999999999,,0.04296875,106,0
388979887771,14,16055.519999999999,,0.0390625,106,0
388979888027,14,16055.519999999999,,0.0390625,106,0
388979888283,15,19070.079999999998,,0.046875,105,0
388979888539,16,19070.079999999998,,0.03515625,109,0
388979888795,17,19070.079999999998,,0.0234375,111,0
388979889051,17,20012.959999999999,,0.01953125,112,0
388979889307,18,20012.959999999999,,0.04296875,114,0
388979889563,18,20012.959999999999,,0.01953125,113,0
388979889819,19,17768.639999999999,,0.02734375,113,0
388979890075,20,17768.639999999999,,0.0546875,114,0
388979890331,21,17569.439999999999,,0.0625,116,0
388979890587,21,17569.439999999999,,0.0234375,116,0
388979890843,21,17569.439999999999,,0.03515625,116,0
388979891099,21,17569.439999999999,,0.02734375,113,0
388979891355,21,16281.279999999999,,0.01953125,112,0
388979891611,21,16679.68,,0.015625,111,0
388979891867,22,16679.68,,0.0,111,0
388979892123,23,16679.68,,0.0234375,111,0
388979892379,23,16971.84,,0.04296875,110,0
388979892635,23,16971.84,,0.01953125,110,0
388979892891,22,16971.84,,0.02734375,108,0
388979893147,22,17277.279999999999,,0.0390625,108,0
388979893403,22,17277.279999999999,,0.0234375,108,0
388979893659,22,17277.279999999999,,0.0390625,107,0
388979893915,21,17277.279999999999,,0.0390625,106,0
388979894171,21,17277.279999999999,,0.0546875,106,0
388979894427,21,15152.48,,0.10546875,106,0
388979894683,20,15152.48,,0.05078125,106,0
388979894939,20,15152.48,,0.16796875,106,0
388979895195,20,15152.48,,0.09765625,106,0
388979895451,20,15152.48,,0.109375,106,0
388979895707,19,14687.679999999998,,0.03125,105,0
388979895963,19,14687.679999999998,,0.015625,105,0
388979896219,18,14687.679999999998,,0.05859375,101,0
388979896475,18,14687.679999999998,,0.0390625,99,0
388979896731,18,14687.679999999998,,0.0625,99,0
388979896987,18,14687.679999999998,,0.06640625,98,0
388979897243,18,14687.679999999998,,0.0625,99,0
388979897499,17,13890.879999999999,,0.0625,100,0
388979897755,16,13890.879999999999,,0.0625,101,0
388979898011,15,13890.879999999999,,0.01953125,104,0
388979898267,15,13890.879999999999,,0.01953125,104,0
388979898523,15,13890.879999999999,,0.01953125,105,0
388979898779,15,13067.519999999999,,0.02734375,104,0
388979899035,14,13067.519999999999,,0.05078125,104,0
388979899291,14,13067.519999999999,,0.0859375,104,0
388979899547,14,13067.519999999999,,0.13671875,108,0
388979899803,14,12177.76,,0.12890625,107,0
388979900059,13,12177.76,,0.0390625,107,0
388979900315,13,12177.76,,0.01953125,108,0
388979900571,13,12177.76,,0.0234375,108,0
388979900827,13,12177.76,,0.01953125,108,0
388979901083,13,12177.76,,0.0,105,0
388979901339,13,10995.84,,0.015625,107,0
388979901595,12,10995.84,,0.0234375,104,0
388979901851,12,10995.84,,0.01953125,101,0
388979902107,12,10995.84,,0.078125,101,0
388979902363,12,10995.84,,0.08984375,100,0
388979902619,12,10995.84,,0.30078125,100,0
388979902875,12,10650.559999999999,,0.296875,100,0
388979903131,11,10650.559999999999,,0.265625,99,0
388979903387,11,10650.559999999999,,0.34765625,100,0
388979903643,11,10650.559999999999,,0.375,99,0
388979903899,11,10650.559999999999,,0.3203125,100,0
388979904155,11,10650.559999999999,,0.14453125,100,51
388979904411,11,10650.559999999999,,0.25390625,99,80
388979904667,11,10650.559999999999,,0.1171875,99,74
388979904923,11,13837.76,,0.06640625,99,36
388979905179,11,13837.76,,0.2421875,100,0
388979905435,10,13837.76,,0.25390625,99,0
388979905691,10,13837.76,,0.3359375,101,0
388979905947,10,13837.76,,0.35546875,104,44
388979906203,10,13837.76,,0.35546875,103,50
388979906459,10,13837.76,,0.26953125,106,48
388979906715,10,14740.799999999999,,0.28515625,98,45
388979906971,10,14740.799999999999,,0.546875,96,46
388979907227,10,17064.799999999999,,0.15625,92,56
388979907483,10,17064.799999999999,,0.11328125,92,53
388979907739,11,17064.799999999999,,0.12109375,87,0
388979907995,11,17064.799999999999,,0.15625,87,0
388979908251,11,17064.799999999999,,0.15625,85,0
388979908507,11,17064.799999999999,,0.03125,92,0
388979908763,11,17064.799999999999,,0.0546875,92,31
388979909019,11,17064.799999999999,,0.0859375,92,0
388979909275,11,17064.799999999999,,0.1015625,94,0
388979909531,11,16839.040000000001,,0.046875,97,0
388979909787,10,16839.040000000001,,0.08203125,96,0
388979910043,10,16839.040000000001,,0.01953125,96,0
388979910299,10,16839.040000000001,,0.02734375,99,0
388979910555,10,16852.32,,0.0390625,96,0
388979910811,10,16852.32,,0.02734375,96,0
388979911067,10,16852.32,,0.04296875,103,0
388979911323,10,16852.32,,0.0234375,108,0
388979911579,10,16852.32,,0.01953125,116,0
388979911835,10,16852.32,,0.01953125,126,0
388979912091,10,16852.32,,0.015625,124,0
388979912347,10,16852.32,,0.0,123,0
388979912603,10,16852.32,,0.015625,119,0
388979912859,10,16852.32,,0.01953125,120,0
388979913115,10,16852.32,,0.01953125,120,0
388979913371,10,16852.32,,0.0234375,121,0
388979913627,10,14926.719999999999,,0.0546875,120,0
388979913883,9,14926.719999999999,,0.04296875,120,0
388979914139,9,14926.719999999999,,0.0234375,120,0
388979914395,8,14926.719999999999,,0.0390625,121,0
388979914651,8,14926.719999999999,,0.05078125,121,0
388979914907,8,14926.719999999999,,0.0546875,121,0
388979915163,9,14926.719999999999,,0.04296875,121,0
388979915419,9,14926.719999999999,,0.109375,121,0
388979915675,9,14926.719999999999,,0.0625,121,0
388979915931,8,14926.719999999999,,0.04296875,122,0
388979916187,8,14926.719999999999,,0.06640625,119,0
388979916443,8,14926.719999999999,,0.02734375,116,0
388979916699,8,14926.719999999999,,0.0,112,0
388979916955,8,14926.719999999999,,0.015625,110,0
388979917211,8,13585.439999999999,,0.01953125,108,0
388979917467,8,13585.439999999999,,0.015625,105,0
388979917723,8,13585.439999999999,,0.0,105,0
388979917979,7,13585.439999999999,,0.0,104,0
388979918235,7,13585.439999999999,,0.01953125,103,0
388979918491,7,13585.439999999999,,0.01953125,106,0
388979918747,8,13585.439999999999,,0.01953125,108,0
388979919003,8,10876.32,,0.0234375,109,0
388979919259,8,10876.32,,0.015625,112,0
388979919515,7,10876.32,,0.0234375,115,0
388979919771,7,10876.32,,0.015625,117,0
388979920027,7,10876.32,,0.015625,117,0
388979920283,7,10876.32,,0.0,117,0
388979920539,7,10876.32,,0.015625,116,0
388979920795,7,9614.7199999999993,,0.0234375,116,0
388979921051,7,9614.7199999999993,,0.03515625,116,0
388979921307,7,9614.7199999999993,,0.16796875,116,0
388979921563,7,9614.7199999999993,,0.10546875,115,0
388979921819,7,9614.7199999999993,,0.015625,115,0
388979922075,7,9614.7199999999993,,0.015625,115,0
388979922331,7,8233.6000000000004,,0.04296875,115,0
388979922587,7,8233.6000000000004,,0.0703125,115,0
388979922843,7,8233.6000000000004,,0.04296875,114,0
388979923099,7,8233.6000000000004,,0.03515625,115,0
388979923355,7,8233.6000000000004,,0.01953125,116,0
388979923611,7,8233.6000000000004,,0.1015625,114,0
388979923867,7,8233.6000000000004,,0.0546875,104,0
