time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
388980242075,12,10796.639999999999,,0.1015625,107,0
388980242331,12,10796.639999999999,,0.125,107,0
388980242587,11,10796.639999999999,,0.12890625,108,0
388980242843,11,10796.639999999999,,0.1171875,108,0
388980243099,11,10796.639999999999,,0.12109375,108,0
388980243355,11,10796.639999999999,,0.06640625,107,0
388980243611,11,9760.7999999999993,,0.0234375,107,0
388980243867,11,9760.7999999999993,,0.02734375,108,0
388980244123,10,9760.7999999999993,,0.015625,109,0
388980244379,10,9760.7999999999993,,0.03125,108,0
388980244635,10,9760.7999999999993,,0.02734375,109,0
388980244891,10,9760.7999999999993,,0.01953125,108,0
388980245147,10,9760.7999999999993,,0.01953125,106,0
388980245403,10,10411.519999999999,,0.015625,104,0
388980245659,10,10411.519999999999,,0.0625,102,0
388980245915,10,10411.519999999999,,0.02734375,101,0
388980246171,11,10411.519999999999,,0.015625,101,0
388980246427,11,10411.519999999999,,0.0,102,0
388980246683,11,10411.519999999999,,0.015625,102,0
388980246939,10,10411.519999999999,,0.0234375,104,0
388980247195,10,10411.519999999999,,0.09375,104,0
388980247451,10,10411.519999999999,,0.02734375,106,0
388980247707,10,9136.6399999999994,,0.015625,111,0
388980247963,10,9136.6399999999994,,0.08984375,116,0
388980248219,9,9136.6399999999994,,0.078125,118,0
388980248475,9,9136.6399999999994,,0.03125,121,0
388980248731,9,9136.6399999999994,,0.015625,122,0
388980248987,9,9136.6399999999994,,0.015625,122,0
388980249243,9,8698.3999999999996,,0.015625,122,0
388980249499,9,8698.3999999999996,,0.03125,122,0
388980249755,9,8698.3999999999996,,0.1015625,122,0
388980250011,9,8698.3999999999996,,0.0859375,122,0
388980250267,9,8698.3999999999996,,0.125,121,0
388980250523,9,8698.3999999999996,,0.03515625,120,0
388980250779,9,8698.3999999999996,,0.01953125,118,0
388980251035,9,8698.3999999999996,,0.078125,117,0
388980251291,9,9056.9599999999991,,0.05078125,116,0
388980251547,8,9056.9599999999991,,0.08203125,116,0
388980251803,8,9056.9599999999991,,0.03515625,115,0
388980252059,8,9056.9599999999991,,0.0234375,115,0
388980252315,8,9056.9599999999991,,0.01953125,115,0
388980252571,8,9056.9599999999991,,0.02734375,115,0
388980252827,8,9056.9599999999991,,0.02734375,117,0
388980253083,8,9056.9599999999991,,0.01953125,115,0
388980253339,8,9056.9599999999991,,0.0234375,115,0
388980253595,8,10278.719999999999,,0.02734375,115,0
388980253851,8,10278.719999999999,,0.015625,114,0
388980254107,8,10278.719999999999,,0.0,113,0
388980254363,8,10278.719999999999,,0.0,111,0
388980254619,8,10278.719999999999,,0.0,109,0
388980254875,8,10278.719999999999,,0.015625,108,0
388980255131,8,10278.719999999999,,0.015625,106,0
388980255387,8,9495.1999999999989,,0.01953125,105,0
388980255643,8,9495.1999999999989,,0.01953125,103,0
388980255899,8,9495.1999999999989,,0.0,101,0
388980256155,8,9999.8400000000001,,0.0,102,0
388980256411,8,9999.8400000000001,,0.0,102,0
388980256667,8,9999.8400000000001,,0.0,103,0
388980256923,8,9999.8400000000001,,0.015625,104,0
388980257179,8,9999.8400000000001,,0.109375,104,0
388980257435,8,9999.8400000000001,,0.0234375,105,0
388980257691,8,9999.8400000000001,,0.01953125,104,0
388980257947,8,10451.359999999999,,0.0,102,0
388980258203,8,10451.359999999999,,0.0234375,101,0
388980258459,8,10451.359999999999,,0.015625,100,0
388980258715,9,10451.359999999999,,0.0,99,0
388980258971,9,10451.359999999999,,0.0,99,0
388980259227,9,10451.359999999999,,0.0,98,0
388980259483,8,10451.359999999999,,0.015625,98,0
388980259739,8,10451.359999999999,,0.0,97,0
388980259995,9,10477.92,,0.0234375,97,0
388980260251,9,10477.92,,0.03515625,97,0
388980260507,9,10477.92,,0.06640625,98,0
388980260763,9,10477.92,,0.06640625,101,0
388980261019,9,10477.92,,0.046875,103,0
388980261275,9,10477.92,,0.09765625,103,0
388980261531,9,10477.92,,0.06640625,103,0
388980261787,9,10703.68,,0.07421875,104,0
388980262043,9,10703.68,,0.07421875,104,0
388980262299,9,10703.68,,0.0234375,105,0
388980262555,8,10703.68,,0.015625,107,0
388980262811,8,10703.68,,0.015625,108,0
388980263067,9,9973.2799999999988,,0.015625,107,0
388980263323,9,9973.2799999999988,,0.0,106,0
388980263579,9,9973.2799999999988,,0.015625,105,0
388980263835,9,9973.2799999999988,,0.0234375,105,0
388980264091,9,9973.2799999999988,,0.0234375,105,0
388980264347,9,9973.2799999999988,,0.0,105,0
388980264603,9,9973.2799999999988,,0.0,104,0
388980264859,9,9973.2799999999988,,0.0,103,0
388980265115,9,9123.3599999999988,,0.0,102,0
388980265371,9,9123.3599999999988,,0.0,102,0
388980265627,9,9123.3599999999988,,0.0,103,0
388980265883,9,9123.3599999999988,,0.0,104,0
388980266139,9,9123.3599999999988,,0.0,105,0
388980266395,9,9123.3599999999988,,0.0,105,0
388980266651,9,9123.3599999999988,,0.0,105,0
388980266907,9,9123.3599999999988,,0.0,104,0
388980267163,9,9123.3599999999988,,0.0,103,0
388980267419,9,9123.3599999999988,,0.0,103,0
388980267675,9,9123.3599999999988,,0.0,103,0
388980267931,9,9123.3599999999988,,0.0,103,0
388980268187,9,9123.3599999999988,,0.0,103,0
388980268443,9,9123.3599999999988,,0.0,103,0
388980268699,9,7981.2799999999997,,0.015625,103,0
388980268955,9,7981.2799999999997,,0.01953125,104,0
388980269211,8,7981.2799999999997,,0.015625,105,0
388980269467,8,7981.2799999999997,,0.015625,107,0
388980269723,8,7981.2799999999997,,0.02734375,107,0
388980269979,8,7981.2799999999997,,0.01953125,108,0
388980270235,8,7981.2799999999997,,0.01953125,108,0
388980270491,8,7981.2799999999997,,0.015625,108,0
388980270747,8,7981.2799999999997,,0.0,109,0
388980271003,8,7755.5199999999995,,0.015625,108,0
388980271259,8,7755.5199999999995,,0.0,108,0
388980271515,7,7755.5199999999995,,0.0,107,0
388980271771,7,7755.5199999999995,,0.0,106,0
388980272027,7,7755.5199999999995,,0.015625,106,0
388980272283,7,7755.5199999999995,,0.0,106,0
388980272539,7,7755.5199999999995,,0.0,106,0
388980272795,7,7755.5199999999995,,0.0,105,0
388980273051,7,7755.5199999999995,,0.0,105,0
388980273307,7,7755.5199999999995,,0.0,105,0
388980273563,7,7755.5199999999995,,0.0,105,0
388980273819,7,7755.5199999999995,,0.0,105,0
388980274075,7,7755.5199999999995,,0.0,105,0
388980274331,7,7755.5199999999995,,0.0,105,0
388980274587,7,7755.5199999999995,,0.015625,105,0
388980274843,7,6055.6799999999994,,0.0,104,0
388980275099,7,6055.6799999999994,,0.015625,104,0
388980275355,6,6055.6799999999994,,0.015625,103,0
388980275611,6,6055.6799999999994,,0.0,103,0
388980275867,6,6055.6799999999994,,0.0,103,0
388980276123,6,6055.6799999999994,,0.0,103,0
388980276379,6,6055.6799999999994,,0.0,103,0
388980276635,6,6055.6799999999994,,0.0,103,0
388980276891,6,6055.6799999999994,,0.0,102,0
388980277147,6,5776.7999999999993,,0.0,103,0
388980277403,6,5776.7999999999993,,0.015625,103,0
388980277659,6,5776.7999999999993,,0.015625,103,0
388980277915,6,5776.7999999999993,,0.0,104,0
388980278171,6,5776.7999999999993,,0.015625,104,0
388980278427,6,5776.7999999999993,,0.0,104,0
388980278683,6,5604.1599999999999,,0.0,103,0
388980278939,6,5604.1599999999999,,0.0,103,0
388980279195,6,5604.1599999999999,,0.0,103,0
388980279451,6,5604.1599999999999,,0.0,104,0
388980279707,6,5604.1599999999999,,0.0,104,0
388980279963,6,5604.1599999999999,,0.0,105,0
388980280219,6,5604.1599999999999,,0.015625,105,0
388980280475,6,5604.1599999999999,,0.0,105,0
388980280731,6,5165.9200000000001,,0.0,105,0
388980280987,6,5165.9200000000001,,0.0,105,0
388980281243,6,5165.9200000000001,,0.0,106,0
388980281499,6,5165.9200000000001,,0.015625,106,0
388980281755,6,5165.9200000000001,,0.01953125,107,0
388980282011,6,5165.9200000000001,,0.0,108,0
388980282267,6,5165.9200000000001,,0.0,109,0
388980282523,6,5205.7599999999993,,0.0,110,0
388980282779,6,5205.7599999999993,,0.0,111,0
388980283035,6,5205.7599999999993,,0.0,112,0
388980283291,6,5205.7599999999993,,0.0,113,0
388980283547,6,5205.7599999999993,,0.0,111,0
388980283803,6,5205.7599999999993,,0.0,111,0
388980284059,6,5205.7599999999993,,0.0,110,0
388980284315,6,5205.7599999999993,,0.015625,108,0
388980284571,6,5351.8400000000001,,0.0,108,0
388980284827,6,5351.8400000000001,,0.0,107,0
388980285083,7,5351.8400000000001,,0.0,106,0
388980285339,7,5351.8400000000001,,0.0,106,0
388980285595,7,5351.8400000000001,,0.0,106,0
388980285851,7,5351.8400000000001,,0.0,106,0
388980286107,7,5351.8400000000001,,0.0,107,0
388980286363,7,5351.8400000000001,,0.0,108,0
388980286619,7,4276.1599999999999,,0.0,109,0
388980286875,7,4276.1599999999999,,0.0,110,0
388980287131,7,4276.1599999999999,,0.0,110,0
388980287387,7,4276.1599999999999,,0.0,110,0
388980287643,7,4276.1599999999999,,0.0,110,0
388980287899,7,4276.1599999999999,,0.0,111,0
388980288155,7,4568.3199999999997,,0.0,111,0
388980288411,7,4568.3199999999997,,0.0,110,0
388980288667,8,4568.3199999999997,,0.0,109,0
388980288923,8,4568.3199999999997,,0.0,108,0
388980289179,8,4568.3199999999997,,0.0,108,0
388980289435,8,4568.3199999999997,,0.0,107,0
388980289691,8,4687.8400000000001,,0.0,107,0
388980289947,8,4687.8400000000001,,0.0,107,0
388980290203,8,4687.8400000000001,,0.0,107,0
388980290459,9,4687.8400000000001,,0.015625,107,0
388980290715,9,4687.8400000000001,,0.0,107,0
388980290971,9,4475.3599999999997,,0.0,107,0
388980291227,8,4475.3599999999997,,0.0,107,0
388980291483,8,4475.3599999999997,,0.015625,107,0
388980291739,8,4475.3599999999997,,0.0,107,0
388980291995,9,4422.2399999999998,,0.0,106,0
388980292251,9,4422.2399999999998,,0.0,106,0
388980292507,9,4422.2399999999998,,0.0,106,0
388980292763,10,4422.2399999999998,,0.0,105,0
388980293019,10,4369.1199999999999,,0.01953125,107,0
388980293275,10,4369.1199999999999,,0.046875,107,0
388980293531,10,4369.1199999999999,,0.03515625,107,0
388980293787,10,5378.3999999999996,,0.0703125,105,0
388980294043,11,5378.3999999999996,,0.0546875,105,0
388980294299,12,5378.3999999999996,,0.05078125,105,0
388980294555,12,5378.3999999999996,,0.015625,106,0
388980294811,12,6055.6799999999994,,0.0,107,0
388980295067,13,6055.6799999999994,,0.03125,108,0
388980295323,13,6055.6799999999994,,0.0234375,108,0
388980295579,13,6055.6799999999994,,0.015625,109,0
388980295835,13,6055.6799999999994,,0.015625,109,0
388980296091,13,7914.8799999999992,,0.01953125,109,0
388980296347,13,7914.8799999999992,,0.05859375,110,0
388980296603,13,7914.8799999999992,,0.03515625,109,0
388980296859,13,7914.8799999999992,,0.01953125,109,0
388980297115,13,9163.1999999999989,,0.02734375,108,0
388980297371,14,9163.1999999999989,,0.02734375,108,0
388980297627,14,9163.1999999999989,,0.0234375,107,0
388980297883,15,9906.8799999999992,,0.0390625,107,0
388980298139,15,9906.8799999999992,,0.07421875,108,0
388980298395,15,9906.8799999999992,,0.04296875,109,0
388980298651,16,11141.92,,0.046875,109,0
388980298907,16,11141.92,,0.12109375,108,0
388980299163,16,11141.92,,0.06640625,108,0
388980299419,16,11141.92,,0.0546875,107,0
388980299675,16,11141.92,,0.05078125,106,0
388980299931,16,11965.279999999999,,0.0234375,106,0
388980300187,16,11965.279999999999,,0.02734375,106,0
388980300443,16,11181.76,,0.0,106,0
388980300699,15,11181.76,,0.015625,106,0
388980300955,15,11181.76,,0.015625,106,0
388980301211,15,11181.76,,0.015625,106,0
388980301467,16,11885.599999999999,,0.01953125,106,0
388980301723,16,11885.599999999999,,0.078125,106,0
388980301979,16,11885.599999999999,,0.09765625,106,0
388980302235,17,12576.16,,0.0546875,107,0
